Algorithm,Dataset,Rep,Gen 0,Gen 1,Gen 2,Gen 3,Gen 4,Gen 5,Gen 6,Gen 7,Gen 8,Gen 9,Gen 10,Gen 11,Gen 12,Gen 13,Gen 14,
GP,liver,1,59
GPEDA,liver,1,59
GPBUMDA,liver,1,59
GP,liver,2,526
GPEDA,liver,2,526
GPBUMDA,liver,2,526
GP,liver,3,602
GPEDA,liver,3,602
GPBUMDA,liver,3,602
GP,liver,4,1625
GPEDA,liver,4,1625
GPBUMDA,liver,4,1625
GP,liver,5,1902
GPEDA,liver,5,1902
GPBUMDA,liver,5,1902
GPBUMDA,liver,2,0,602,1410,1228,2657,749,2051,1174,1697,960,709,1868,1395,1414,1617,
GPEDA,liver,2,0,1848,2560,3140,3242,2653,1086,2445,1821,1324,1348,1826,882,925,1493,
GPBUMDA,liver,1,0,382,1002,3132,6083,1805,1451,1245,2813,1567,2523,2036,1709,1646,1441,
GPBUMDA,liver,3,0,2535,1368,1547,2381,2397,2906,3529,2921,3223,2303,2560,1864,1493,1565,
GPEDA,liver,4,0,5379,3728,4133,3858,3156,4049,2189,1347,996,458,1531,1008,499,619,
GPEDA,liver,3,0,1670,1361,2951,1949,3827,3054,2678,2362,2283,3076,2672,2013,2468,2407,
GP,liver,3,0,2848,2686,4345,2900,2579,3481,3342,3068,2226,2230,1465,1464,1827,1631,
GP,liver,1,0,429,989,3702,4204,4016,3624,2680,3723,3793,3499,2351,1837,1692,1124,
GP,liver,2,0,1643,1752,3279,3405,3473,4433,2700,3152,3082,2417,2701,2405,1602,1159,
GP,liver,5,0,3251,1933,3482,4583,3386,2797,1591,2398,3020,2998,1562,1703,1020,1112,
GPEDA,liver,1,0,1532,2800,4247,3928,4028,5191,3301,4878,5524,2538,1475,817,1003,889,
GP,liver,4,0,4116,2833,3167,3982,4410,3350,3432,2546,3694,2306,1770,1449,1580,1048,
GPEDA,liver,5,0,4189,5031,4242,2591,3619,3203,2468,3908,2794,1907,1460,1260,1485,833,
GPBUMDA,liver,4,0,4402,4031,4223,3936,4099,4053,3448,2970,3230,1906,1671,1215,1033,792,
GPBUMDA,liver,5,0,3335,3913,4493,4198,6679,7086,4835,3113,1504,343,323,307,283,360,
