Algorithm,Dataset,Rep,Gen 0,Gen 1,Gen 2,Gen 3,Gen 4,Gen 5,Gen 6,Gen 7,Gen 8,Gen 9,Gen 10,Gen 11,Gen 12,Gen 13,Gen 14,
GP,wpbc,1,77
GPEDA,wpbc,1,77
GPBUMDA,wpbc,1,77
GP,wpbc,2,331
GPEDA,wpbc,2,331
GPBUMDA,wpbc,2,331
GP,wpbc,3,481
GPEDA,wpbc,3,481
GPBUMDA,wpbc,3,481
GP,wpbc,4,857
GPEDA,wpbc,4,857
GPBUMDA,wpbc,4,857
GP,wpbc,5,2239
GPEDA,wpbc,5,2239
GPBUMDA,wpbc,5,2239
GPBUMDA,wpbc,3,0,1004,1631,1749,983,680,434,632,570,460,716,547,738,642,505,
GPBUMDA,wpbc,1,0,720,920,1288,1699,1693,1999,1986,2084,1670,1371,1371,1603,1172,1179,
GPEDA,wpbc,1,0,923,1331,2093,3770,3718,2153,2191,2681,2274,1458,1499,817,1034,721,
GPEDA,wpbc,3,0,2317,3084,3349,3771,2430,2180,1253,2025,1036,946,1183,779,863,650,
GP,wpbc,3,0,1431,2294,3513,3572,2310,2984,1836,2553,1937,1071,986,776,606,542,
GP,wpbc,1,0,753,764,1236,3217,3316,3763,2768,2826,2820,1604,2051,1774,671,427,
GPBUMDA,wpbc,5,0,4185,2573,2969,3076,1807,1653,1193,1394,1088,1717,847,521,605,629,
GP,wpbc,2,0,1035,1722,3200,5103,5082,3335,2929,2543,2426,1305,1054,908,953,835,
GP,wpbc,5,0,5492,3374,3010,3296,3100,1944,2314,1045,988,830,758,836,1039,838,
GP,wpbc,4,0,4050,4881,2827,3485,2866,2620,2707,2664,1317,1309,916,794,638,686,
GPEDA,wpbc,5,0,6663,4152,3194,3443,2480,2373,1613,892,954,892,593,1144,672,538,
GPBUMDA,wpbc,2,0,951,1818,3567,6180,4992,3667,3896,2058,924,995,1109,1072,1785,662,
GPBUMDA,wpbc,4,0,3425,3706,4616,5333,4206,3500,1204,699,657,734,665,978,1801,966,
GPEDA,wpbc,4,0,4549,3637,4450,3505,4310,3241,2338,1274,1505,1229,1205,1202,453,639,
GPEDA,wpbc,2,0,1342,2544,4403,6515,4195,4294,3676,1605,1459,1614,1684,904,612,476,
