Algorithm,Dataset,Rep,Gen 0,Gen 1,Gen 2,Gen 3,Gen 4,Gen 5,Gen 6,Gen 7,Gen 8,Gen 9,Gen 10,Gen 11,Gen 12,Gen 13,Gen 14,
GP,chronic,1,86
GPEDA,chronic,1,86
GPBUMDA,chronic,1,86
GP,chronic,2,887
GPEDA,chronic,2,887
GPBUMDA,chronic,2,887
GP,chronic,3,1112
GPEDA,chronic,3,1112
GPBUMDA,chronic,3,1112
GP,chronic,4,2406
GPEDA,chronic,4,2406
GPBUMDA,chronic,4,2406
GP,chronic,5,3829
GPEDA,chronic,5,3829
GPBUMDA,chronic,5,3829
GPBUMDA,chronic,4,0,3679,2652,1263,1455,1123,929,668,433,481,772,535,853,986,943,
GPEDA,chronic,3,0,4002,2767,1761,1358,1556,1428,1983,1164,2575,1835,1424,1315,1395,1406,
GP,chronic,3,0,3166,2637,2274,2748,1889,1105,1179,1811,2559,2278,1389,1505,1230,1072,
GPEDA,chronic,4,0,4468,1682,1885,1779,1684,1766,2147,1781,1421,1753,1423,1655,1253,1104,
GPBUMDA,chronic,3,0,3518,3372,1857,2252,2009,2263,2593,1829,1949,2158,2147,1414,639,929,
GPBUMDA,chronic,2,0,3356,1899,3416,3107,2663,3521,2061,2638,1999,1789,1844,843,884,579,
GP,chronic,4,0,5647,1620,1226,2494,2171,1320,1813,2750,2292,2078,1226,694,1285,707,
GPEDA,chronic,5,0,5222,2868,2015,1892,1985,1273,1667,1779,1427,1167,1185,676,657,395,
GPBUMDA,chronic,1,0,850,1176,1545,2684,4101,4229,3100,3072,2467,2772,2988,1442,1070,962,
GP,chronic,2,0,2754,2965,3120,2061,2332,2720,3696,3053,2398,2788,1973,1566,904,414,
GP,chronic,1,0,1275,2389,2611,4132,3348,3282,4458,2979,3740,2369,1014,909,590,674,
GP,chronic,5,0,4109,3348,3134,1386,1677,2852,2359,1376,1582,1143,631,631,684,688,
GPEDA,chronic,2,0,1653,4346,4029,2306,3516,2735,2626,2790,2996,2287,1641,916,934,288,
GPEDA,chronic,1,0,872,2581,2128,3096,3403,4059,3795,4351,4448,2387,1396,573,686,236,
