Algorithm,Dataset,Rep,Gen 0,Gen 1,Gen 2,Gen 3,Gen 4,Gen 5,Gen 6,Gen 7,Gen 8,Gen 9,Gen 10,Gen 11,Gen 12,Gen 13,Gen 14,
GP,mammo,1,131
GPEDA,mammo,1,131
GPBUMDA,mammo,1,131
GP,mammo,2,647
GPEDA,mammo,2,647
GPBUMDA,mammo,2,647
GP,mammo,3,875
GPEDA,mammo,3,875
GPBUMDA,mammo,3,875
GP,mammo,4,4650
GPEDA,mammo,4,4650
GPBUMDA,mammo,4,4650
GP,mammo,5,9087
GPEDA,mammo,5,9087
GPBUMDA,mammo,5,9087
GP,mammo,1,0,501,593,1281,1528,1522,1289,3462,4606,5026,5172,6657,6463,5408,6969,
GPEDA,mammo,1,0,2039,4155,8692,6171,6180,6392,6329,5322,7234,4229,5182,6287,7211,8145,
GPBUMDA,mammo,3,0,3773,7612,11260,10125,7473,5000,5172,5332,6270,3154,4421,4158,5533,5485,
GPBUMDA,mammo,1,0,1348,1606,2628,3877,3876,5773,6493,5874,11948,10724,5141,7880,9719,9488,
GPEDA,mammo,3,0,2454,806,3971,4709,4283,11286,5668,8786,9836,9646,5927,7857,6319,4208,
GPBUMDA,mammo,2,0,1928,3033,4319,6770,9560,14316,9399,9054,11407,9292,7349,7248,3081,4384,
GP,mammo,3,0,13813,13867,10300,11976,10669,7675,8665,5781,3557,2631,3545,2854,4867,6531,
GP,mammo,2,0,3638,4080,3855,13156,6791,14430,10806,12632,15049,8385,7752,6768,7695,7080,
GPEDA,mammo,2,0,2592,2848,6067,11105,14696,13520,14437,6435,12185,8902,8330,5590,5228,10514,
GP,mammo,5,0,26309,16711,16456,13950,4507,4033,3562,2486,3153,4215,3773,3548,4211,3279,
GP,mammo,4,0,20175,20646,13389,12826,11781,8707,6051,5473,4898,5104,5452,8475,2571,5280,
GPBUMDA,mammo,4,0,19868,15944,20255,14277,12193,9110,7085,6166,5550,8430,3819,9947,2831,8466,
GPEDA,mammo,4,0,15791,16676,16968,17843,14783,7573,9300,6704,6975,7381,5119,5658,6830,10259,
GPEDA,mammo,5,0,19420,24685,22426,11138,9898,9697,6398,6072,3470,4204,4225,5775,6019,7581,
GPBUMDA,mammo,5,0,19316,19298,19966,16318,13888,8785,6240,10785,5188,6561,6521,6350,4329,4584,
