Algorithm,Dataset,Rep,Gen 0,Gen 1,Gen 2,Gen 3,Gen 4,Gen 5,Gen 6,Gen 7,Gen 8,Gen 9,Gen 10,Gen 11,Gen 12,Gen 13,Gen 14,
GP,fertility,1,28
GPEDA,fertility,1,28
GPBUMDA,fertility,1,28
GP,fertility,2,48
GPEDA,fertility,2,48
GPBUMDA,fertility,2,48
GP,fertility,3,81
GPEDA,fertility,3,81
GPBUMDA,fertility,3,81
GP,fertility,4,153
GPEDA,fertility,4,153
GPBUMDA,fertility,4,153
GP,fertility,5,379
GPEDA,fertility,5,379
GPBUMDA,fertility,5,379
GPBUMDA,fertility,1,0,202,465,438,525,453,280,247,56,68,50,70,61,132,167,
GPEDA,fertility,5,0,479,305,256,240,315,198,106,106,177,159,288,99,70,113,
GP,fertility,3,0,413,595,460,273,274,236,332,239,161,159,192,132,90,47,
GPEDA,fertility,2,0,414,300,440,492,210,286,287,162,180,212,181,264,188,120,
GP,fertility,1,0,266,252,415,496,450,497,363,519,114,172,215,109,62,86,
GPEDA,fertility,3,0,170,421,566,427,260,257,249,403,248,256,228,214,110,156,
GP,fertility,5,0,645,550,681,296,384,175,145,66,129,111,80,103,35,48,
GPBUMDA,fertility,3,0,417,600,431,382,440,129,225,255,462,136,129,177,114,120,
GPBUMDA,fertility,5,0,567,739,458,295,243,136,236,100,208,128,174,50,123,100,
GPBUMDA,fertility,2,0,221,328,399,327,524,323,235,555,311,249,162,217,163,199,
GP,fertility,2,0,617,560,486,229,351,381,250,220,153,275,219,188,157,152,
GPEDA,fertility,1,0,80,310,618,575,541,479,500,350,331,191,165,90,96,63,
GP,fertility,4,0,642,706,441,483,564,358,314,178,123,80,59,61,111,81,
GPEDA,fertility,4,0,463,584,715,570,607,380,319,228,154,87,96,50,45,30,
GPBUMDA,fertility,4,0,794,647,360,641,505,428,181,194,133,164,117,75,52,51,
