IdConf,Rep,Gen,Z,Id,C,Gamma,Degree,Alpha,A,Coef0,Acc,PSV,CmbIdx,G_mean,Time,Arbol
b,1,0,3.469395570491128,0,22.09460070005524,3.1338422508820583,3,0.5722563535409582,0.026456364544005444,3.514284594657584,76.20671140939598,0.6122997638204142,36.68709538279288,55.38144831611645,321,(E+(H*W))
b,1,0,3.469395570491128,1,15.127562326995314,1.8305483385574244,3,-0.2871488145398242,0.36537564157703756,0.36533767828637265,71.79597315436241,0.5895617556574224,29.116575963347042,54.455073283768456,427,((E+K_11)*(H+G))
b,1,0,3.469395570491128,2,4.028678876686563,1.7560550161595117,2,0.29106665990020075,1.347617899840205,4.8121783528942,77.40671140939597,0.48028095878861643,47.28445508759682,21.962827145545024,50,E
b,1,0,3.469395570491128,3,29.06163954995232,0.452761163206692,2,-0.5683385081805816,1.6865371172983947,1.6632314365229894,70.05727069351231,0.4535301310433778,32.84022558853387,61.17054390636596,479,((K_11+G)*(G*G))
b,1,0,3.469395570491128,4,26.22644577730406,1.9050416609553378,6,-0.8653642591775268,1.3821333833138698,0.9184970036785439,68.18612975391498,0.4247943897577344,30.712210613483883,60.40430070190589,218,((E*K_13)*K_11)
b,1,0,3.469395570491128,5,19.259407404244136,0.601747748630704,6,0.2752305727416908,1.7210526007720592,2.7695501618131386,73.5337807606264,0.5277441220317027,35.98232441586172,56.53727500039304,375,((H+K_13)+(W*K_13))
b,1,0,3.469395570491128,6,8.160523000261069,0.5272544262327912,5,0.8534460173793934,0.7042948888226482,2.2163908364209672,72.46353467561522,0.39973422817293036,40.187810716140774,63.79273794230492,469,((W+W)*(E+E))
b,1,0,3.469395570491128,7,1.1934846272011441,3.2083355732799714,4,-0.005959150701388971,1.043214136068259,4.067443920049756,73.9337807606264,0.545451449182305,35.83442892629694,57.4758631927697,323,((E*K_13)*(H+W))
b,1,0,3.469395570491128,8,30.358290854552884,0.6762410710286173,1,-0.30298490169833414,0.738810372296313,3.3227095617111164,77.2724832214765,0.4796120624675462,47.000082022051586,21.962827145545024,217,((H+E)+(G+E))
b,1,0,3.469395570491128,9,23.3912520046558,3.3573221587039836,2,0.8376099302208835,1.0777296195419237,0.17376264533990493,69.25995525727069,0.4852915394107236,29.865911891639485,59.7325816923292,225,((K_11*W)*(E*K_13))
b,1,0,3.469395570491128,10,12.292368077509895,3.2828288363060705,5,-0.5841745953390916,0.06097187780509138,4.620603319947733,74.06442953020135,0.7657081758337474,21.920849648441063,33.221769643359515,568,((K_13*H)*(W*W))
b,1,0,3.469395570491128,11,5.32532970444997,1.979534923981437,1,0.5564202663824482,0.399891125050702,1.4716564035765218,77.94362416107383,0.5528054003048559,44.42722096049531,59.20675083860844,238,((K_13*H)*(E*G))
b,1,0,3.469395570491128,12,3.544895119280824,1.5701607023163187,6,0.7584294348236889,0.945903302925722,4.960621689934593,77.94362416107383,0.5367619387943117,45.38736863889321,54.70655960046711,33,K_13
b,1,0,3.469395570491128,13,28.57785626938374,0.2668667899916848,2,-0.10097570345477114,1.2848225501713328,1.811674773563381,74.60402684563759,0.5347597165844971,37.865769948329515,57.07246582244652,36,K_13
b,1,0,3.469395570491128,14,17.47897281907499,0.1923734082219578,1,0.47723974118293144,0.2680648084345004,1.2585154481712095,75.6724832214765,0.550133165085622,39.32924346086334,57.281589269005224,231,(K_13+(G+G))
b,1,0,3.469395570491128,15,10.511933969177907,2.8734545552691384,1,-0.38216542689785116,0.6069840556801114,3.109568606305804,76.73736017897093,0.4792787309953602,45.751415892232785,14.761328893491049,44,H
b,1,0,3.469395570491128,16,7.676739719692488,0.34136005301778394,3,-0.6791911778947961,0.30258029190816516,2.3648342479671647,79.81744966442952,0.46824752513944645,53.84273638128912,58.88426199790574,2915,(E*E)
b,1,0,3.469395570491128,17,0.7097013466325635,3.02244114069315,5,0.4614036540244215,0.6414995391537758,4.215887331595953,78.34451901565996,0.4786159764602096,49.640749831086076,53.021814898213776,519,((W+H)*(H+H))
b,1,0,3.469395570491128,18,21.610817896323816,2.947947877667051,2,-0.9603808715355535,1.6237417974169435,3.6627279316979755,72.86711409395973,0.541108648192919,33.88213723321664,56.544573101567096,146,(K_13*(H*K_13))
b,1,0,3.469395570491128,19,14.643779046426733,1.6446539653424177,3,0.18021396038366388,1.9626610446625543,0.5137810153267641,74.47069351230425,0.5391030759180574,37.333044321843076,56.06638597254861,406,((G*K_13)+(K_11*H))
b,1,0,3.469395570491128,20,11.808584796941314,3.096934403719249,6,-0.11681182041560345,1.6582573106780294,4.769046656988125,77.94451901565995,0.5377647249317424,45.33023678970092,57.803377804136005,56,K_11
b,1,0,3.469395570491128,21,4.841546423881386,1.7936406101382438,5,-0.976216988496386,1.997176528136219,1.6200997406169133,78.613870246085,0.4592252416234415,51.3282178288498,57.92788773986879,545,((W+H)+E)
b,1,0,3.469395570491128,22,25.74266249673548,1.7191472283685165,4,-0.3980015140563611,0.9804187863993867,1.0669404152247415,75.54093959731543,0.4311483464637272,45.454772591991436,60.382290621275935,84,W
b,1,0,3.469395570491128,23,18.775623646838397,0.4158533160438831,4,0.7425933476651789,1.3193380336449971,2.917993573359336,74.73557046979866,0.5107012244487746,39.48971446105742,57.36501777112651,293,((K_13+K_11)+(H+W))
b,1,0,3.469395570491128,24,15.940429874190137,1.868133873164343,6,0.4455675668659116,1.0149342698730512,2.1732590660090843,79.81565995525727,0.4689141880838186,53.80303989763552,61.24535219780569,1097,E
