Algorithm,Dataset,Rep,Gen 0,Gen 1,Gen 2,Gen 3,Gen 4,Gen 5,Gen 6,Gen 7,Gen 8,Gen 9,Gen 10,Gen 11,Gen 12,Gen 13,Gen 14,
GP,breast,1,162
GPEDA,breast,1,162
GPBUMDA,breast,1,162
GP,breast,2,680
GPEDA,breast,2,680
GPBUMDA,breast,2,680
GP,breast,3,2216
GPEDA,breast,3,2216
GPBUMDA,breast,3,2216
GP,breast,4,3408
GPEDA,breast,4,3408
GPBUMDA,breast,4,3408
GP,breast,5,4698
GPEDA,breast,5,4698
GPBUMDA,breast,5,4698
GPBUMDA,breast,2,0,4872,4012,6576,3681,3581,2387,1635,3194,2805,4814,3958,2339,2632,2214,
GPBUMDA,breast,5,0,6581,4196,2394,4660,4097,3240,1450,3257,2284,1484,1014,1014,1893,1569,
GPEDA,breast,2,0,3718,3743,6401,7053,3495,3560,4980,5171,2383,3005,2410,1783,1928,1396,
GP,breast,2,0,2620,4097,3383,4672,3262,5743,4887,3262,3020,4423,2871,4857,2367,2164,
GPEDA,breast,1,0,3400,2861,4833,6584,5027,6023,4179,5208,4863,2011,4317,2793,1662,1352,
GPBUMDA,breast,1,0,2438,2886,4986,4783,8666,6595,2434,5799,5315,5600,2740,1607,1203,1160,
GP,breast,1,0,2596,6330,4876,4643,4183,4465,5696,5540,4759,6528,2942,1637,1495,1004,
GP,breast,5,0,7106,3767,3499,5760,3904,6089,4701,3377,2919,1042,970,2165,1320,631,
GPEDA,breast,5,0,6821,5050,6708,7230,6019,4557,3058,2532,1669,1413,1316,787,873,923,
GPEDA,breast,3,0,5601,5190,6527,4280,4137,6260,6564,4860,4661,3333,1681,1326,1577,1078,
GP,breast,3,0,4697,5555,5215,6334,6872,9277,4213,4715,3083,2279,2116,1264,1374,745,
GPBUMDA,breast,4,0,8468,6501,5526,8540,5570,5826,4340,2405,1978,1295,1795,815,963,430,
GP,breast,4,0,4685,4883,5848,5000,7312,4334,5197,5413,3035,3768,2017,2039,1097,484,
GPBUMDA,breast,3,0,4921,5550,3683,3831,5512,5337,10726,8144,3646,2873,1323,1313,1082,676,
GPEDA,breast,4,0,8400,6984,9543,9213,6924,4439,4355,2685,1981,670,279,353,351,420,
