Algorithm,Dataset,Rep,Gen 0,Gen 1,Gen 2,Gen 3,Gen 4,Gen 5,Gen 6,Gen 7,Gen 8,Gen 9,Gen 10,Gen 11,Gen 12,Gen 13,Gen 14,
GP,liver,1,69
GPEDA,liver,1,69
GPBUMDA,liver,1,69
GP,liver,2,163
GPEDA,liver,2,163
GPBUMDA,liver,2,163
GP,liver,3,555
GPEDA,liver,3,555
GPBUMDA,liver,3,555
GP,liver,4,1866
GPEDA,liver,4,1866
GPBUMDA,liver,4,1866
GP,liver,5,2207
GPEDA,liver,5,2207
GPBUMDA,liver,5,2207
GPBUMDA,liver,4,0,2615,2724,3697,2231,1486,1888,1584,2383,2184,926,1479,990,1160,2073,
GPBUMDA,liver,1,0,792,1012,2482,5890,4037,3529,3804,3742,3501,1965,1517,814,1043,1207,
GPBUMDA,liver,2,0,1853,4561,3194,4098,5009,2514,2525,2724,2132,1965,2223,1937,2628,1456,
GPEDA,liver,2,0,3838,4134,3955,3248,3978,4324,4255,2943,1361,1639,1976,1094,1235,1781,
GPBUMDA,liver,3,0,1833,1905,4444,5702,5064,5198,3965,2451,2290,2569,1554,1775,607,474,
GPEDA,liver,1,0,2106,2395,4075,3478,3176,4630,4029,3613,3253,3376,3319,1875,1155,489,
GP,liver,1,0,1210,1577,3853,3066,3673,3219,3344,2906,3049,3212,2849,3253,3474,2455,
GP,liver,4,0,4775,4000,3574,3047,3224,4229,3214,3430,4418,2388,2091,1340,1214,816,
GP,liver,2,0,2454,4233,4361,4268,3715,4018,2797,3938,3759,4581,2231,1594,2332,1037,
GP,liver,5,0,3192,3750,2454,4096,5723,3351,3892,3641,5098,1825,1215,1294,1029,750,
GPEDA,liver,5,0,3487,3635,5617,4841,3099,3933,4486,5008,2958,1342,1338,859,718,628,
GP,liver,3,0,3254,4091,4836,6657,4969,6044,4786,4937,1336,1940,1291,1149,628,460,
GPBUMDA,liver,5,0,4953,2666,4044,3792,4342,5956,6350,4858,1753,1219,1198,684,595,409,
GPEDA,liver,4,0,3830,2693,3592,3378,3283,4433,5727,5712,4786,3240,2275,1267,520,420,
GPEDA,liver,3,0,1655,4198,4590,5859,7861,9181,6544,3812,2627,832,242,264,214,323,
