Algorithm,Dataset,Rep,Gen 0,Gen 1,Gen 2,Gen 3,Gen 4,Gen 5,Gen 6,Gen 7,Gen 8,Gen 9,Gen 10,Gen 11,Gen 12,Gen 13,Gen 14,
GP,cryotherapy,1,2
GPEDA,cryotherapy,1,2
GPBUMDA,cryotherapy,1,2
GP,cryotherapy,2,128
GPEDA,cryotherapy,2,128
GPBUMDA,cryotherapy,2,128
GP,cryotherapy,1,0,9,8,2,21,12,3,3,3,3,3,3,12,22,13,
GP,cryotherapy,3,48
GPEDA,cryotherapy,3,48
GPBUMDA,cryotherapy,3,48
GPEDA,cryotherapy,1,0,3,8,10,3,4,5,12,39,13,19,3,34,3,38,
GP,cryotherapy,4,61
GPEDA,cryotherapy,4,61
GPBUMDA,cryotherapy,4,61
GPBUMDA,cryotherapy,1,0,46,37,4,11,11,11,14,5,4,6,18,18,27,38,
GP,cryotherapy,5,83
GPEDA,cryotherapy,5,83
GPBUMDA,cryotherapy,5,83
GP,cryotherapy,2,0,86,40,41,29,32,23,19,39,28,31,63,51,66,121,
GPBUMDA,cryotherapy,2,0,94,48,22,53,4,68,97,46,38,30,128,17,76,52,
GPEDA,cryotherapy,5,0,130,91,84,99,51,94,65,10,12,13,17,20,57,21,
GPEDA,cryotherapy,3,0,66,14,31,20,74,77,150,78,114,5,56,5,15,210,
GP,cryotherapy,3,0,88,31,85,55,34,48,20,134,5,59,7,90,19,248,
GPBUMDA,cryotherapy,3,0,14,2,84,90,202,194,59,66,16,168,25,25,41,2,
GPEDA,cryotherapy,4,0,4,100,103,102,16,77,66,18,76,32,60,169,69,49,
GPBUMDA,cryotherapy,4,0,13,50,31,84,92,24,55,26,127,161,19,202,46,37,
GP,cryotherapy,4,0,193,99,57,20,89,27,129,4,177,86,29,4,38,18,
GPEDA,cryotherapy,2,0,315,324,154,63,155,59,15,12,14,2,19,3,2,13,
GPBUMDA,cryotherapy,5,0,270,207,6,116,143,110,37,30,16,4,14,3,2,24,
GP,cryotherapy,5,0,240,514,51,31,80,16,50,19,7,9,9,9,8,10,
