Algorithm,Dataset,Rep,Gen 0,Gen 1,Gen 2,Gen 3,Gen 4,Gen 5,Gen 6,Gen 7,Gen 8,Gen 9,Gen 10,Gen 11,Gen 12,Gen 13,Gen 14,
GP,chronic,1,21
GPEDA,chronic,1,21
GPBUMDA,chronic,1,21
GP,chronic,2,344
GPEDA,chronic,2,344
GPBUMDA,chronic,2,344
GP,chronic,3,277
GPEDA,chronic,3,277
GPBUMDA,chronic,3,277
GP,chronic,4,470
GPEDA,chronic,4,470
GPBUMDA,chronic,4,470
GP,chronic,1,0,25,54,25,56,35,28,58,47,96,54,87,222,211,218,
GP,chronic,5,1033
GPEDA,chronic,5,1033
GPBUMDA,chronic,5,1033
GP,chronic,2,0,384,117,102,151,90,286,40,91,226,340,510,491,359,166,
GP,chronic,3,0,849,232,726,1051,313,378,254,224,462,258,265,192,157,534,
GPBUMDA,chronic,3,0,742,371,552,157,321,530,81,610,354,506,486,550,626,75,
GPEDA,chronic,1,0,295,130,175,54,162,230,500,518,1207,798,539,709,644,710,
GPEDA,chronic,2,0,613,438,719,769,1267,542,383,200,475,300,718,270,142,356,
GP,chronic,5,0,2160,537,651,132,170,551,174,133,233,86,129,227,171,161,
GPBUMDA,chronic,1,0,240,281,268,450,700,709,566,800,1312,1214,1016,335,392,219,
GP,chronic,4,0,1082,950,886,791,387,1251,532,151,204,377,64,235,521,60,
GPBUMDA,chronic,5,0,2925,761,490,394,295,659,219,90,84,125,83,131,50,277,
GPBUMDA,chronic,4,0,1581,2275,728,570,509,523,160,355,67,336,283,134,346,23,
GPEDA,chronic,4,0,793,2875,866,606,587,424,205,678,477,161,69,35,128,41,
GPBUMDA,chronic,2,0,1284,354,731,680,1036,767,1081,1482,898,271,236,95,114,88,
