Algorithm,Dataset,Rep,Gen 0,Gen 1,Gen 2,Gen 3,Gen 4,Gen 5,Gen 6,Gen 7,Gen 8,Gen 9,Gen 10,Gen 11,Gen 12,Gen 13,Gen 14,
GP,immunotherapy,1,2
GPEDA,immunotherapy,1,2
GPBUMDA,immunotherapy,1,2
GP,immunotherapy,2,2
GPEDA,immunotherapy,2,2
GPBUMDA,immunotherapy,2,2
GP,immunotherapy,3,24
GPEDA,immunotherapy,3,24
GPBUMDA,immunotherapy,3,24
GP,immunotherapy,4,46
GPEDA,immunotherapy,4,46
GPBUMDA,immunotherapy,4,46
GP,immunotherapy,5,84
GPEDA,immunotherapy,5,84
GPBUMDA,immunotherapy,5,84
GPBUMDA,immunotherapy,1,0,7,2,1,1,1,1,27,8,2,2,32,13,2,64,
GPBUMDA,immunotherapy,2,0,51,45,2,11,22,48,38,3,42,66,14,60,2,29,
GP,immunotherapy,1,0,33,75,37,49,64,34,18,81,40,59,11,63,23,26,
GP,immunotherapy,4,0,98,28,79,26,41,35,58,114,75,51,27,4,65,4,
GP,immunotherapy,3,0,84,78,29,59,93,102,186,4,52,4,4,28,38,82,
GPEDA,immunotherapy,3,0,12,2,34,2,13,177,37,112,54,186,142,35,32,19,
GPEDA,immunotherapy,2,0,184,128,136,99,76,60,4,57,79,25,12,12,1,25,
GPBUMDA,immunotherapy,5,0,165,43,139,28,125,38,51,29,6,42,71,39,5,6,
GP,immunotherapy,2,0,250,138,45,43,37,52,63,7,75,83,50,93,7,17,
GPBUMDA,immunotherapy,4,0,142,254,100,115,84,106,2,35,10,53,13,35,2,14,
GPEDA,immunotherapy,4,0,388,39,52,60,3,204,97,47,53,4,36,2,13,3,
GPEDA,immunotherapy,5,0,336,105,136,86,20,99,52,18,20,29,31,18,7,10,
GP,immunotherapy,5,0,350,312,83,100,73,7,27,38,6,6,7,7,7,7,
GPBUMDA,immunotherapy,3,0,17,2,18,66,121,77,62,67,75,75,24,179,164,227,
GPEDA,immunotherapy,1,0,66,21,5,41,24,12,32,21,19,55,29,53,18,5324,
