Algorithm,Dataset,Rep,Gen 0,Gen 1,Gen 2,Gen 3,Gen 4,Gen 5,Gen 6,Gen 7,Gen 8,Gen 9,Gen 10,Gen 11,Gen 12,Gen 13,Gen 14,
GP,column_2C,1,18
GPEDA,column_2C,1,18
GPBUMDA,column_2C,1,18
GP,column_2C,2,143
GPEDA,column_2C,2,143
GPBUMDA,column_2C,2,143
GP,column_2C,3,407
GPEDA,column_2C,3,407
GPBUMDA,column_2C,3,407
GP,column_2C,4,140
GPEDA,column_2C,4,140
GPBUMDA,column_2C,4,140
GP,column_2C,5,263
GPEDA,column_2C,5,263
GPBUMDA,column_2C,5,263
GPEDA,column_2C,2,0,275,84,286,257,339,58,405,406,459,276,249,174,60,473,
GPBUMDA,column_2C,2,0,106,52,73,229,848,664,372,649,238,371,50,167,319,345,
GP,column_2C,4,0,474,156,548,233,32,253,367,448,702,152,299,458,153,238,
GP,column_2C,5,0,1588,168,119,461,495,156,291,24,192,262,414,290,64,148,
GP,column_2C,1,0,192,87,132,410,590,609,200,1128,515,410,241,228,903,196,
GPBUMDA,column_2C,4,0,445,150,427,634,298,212,181,14,318,367,615,570,618,380,
GP,column_2C,2,0,786,541,356,79,735,285,402,956,284,412,712,226,412,19,
GPEDA,column_2C,4,0,281,245,436,541,170,692,487,280,260,15,23,1282,457,614,
GPBUMDA,column_2C,1,0,110,49,55,209,58,320,437,961,841,745,700,767,800,442,
GPEDA,column_2C,5,0,794,144,347,184,1003,581,189,689,486,472,110,168,423,150,
GPBUMDA,column_2C,3,0,96,217,823,375,245,1021,744,476,408,590,408,30,452,351,
GP,column_2C,3,0,377,201,402,168,1323,1056,1074,405,460,177,160,202,92,213,
GPEDA,column_2C,1,0,79,282,223,878,1439,555,1208,483,763,614,283,38,123,57,
GPBUMDA,column_2C,5,0,621,749,231,1009,22,700,1455,292,431,128,128,256,70,24,
GPEDA,column_2C,3,0,692,572,1138,529,1259,526,438,458,555,293,142,36,46,49,
