Algorithm,Dataset,Rep,Gen 0,Gen 1,Gen 2,Gen 3,Gen 4,Gen 5,Gen 6,Gen 7,Gen 8,Gen 9,Gen 10,Gen 11,Gen 12,Gen 13,Gen 14,
GP,parkinsons,1,6
GPEDA,parkinsons,1,6
GPBUMDA,parkinsons,1,6
GP,parkinsons,2,69
GPEDA,parkinsons,2,69
GPBUMDA,parkinsons,2,69
GP,parkinsons,3,50
GPEDA,parkinsons,3,50
GPBUMDA,parkinsons,3,50
GP,parkinsons,4,131
GPEDA,parkinsons,4,131
GPBUMDA,parkinsons,4,131
GP,parkinsons,5,52
GPEDA,parkinsons,5,52
GPBUMDA,parkinsons,5,52
GPBUMDA,parkinsons,1,0,12,20,12,55,72,25,53,163,68,101,171,119,167,197,
GP,parkinsons,1,0,67,88,86,89,92,21,63,144,123,78,125,148,192,103,
GPEDA,parkinsons,2,0,23,74,66,74,30,70,63,164,80,90,153,137,290,178,
GP,parkinsons,3,0,164,334,322,250,122,123,48,160,55,81,78,85,103,19,
GP,parkinsons,4,0,135,171,282,64,133,90,111,151,99,143,165,115,97,99,
GPEDA,parkinsons,1,0,144,259,141,91,112,179,216,365,159,112,232,123,221,75,
GPEDA,parkinsons,4,0,285,219,271,202,95,130,135,216,73,100,295,180,48,37,
GPEDA,parkinsons,3,0,472,688,523,125,86,138,57,56,41,63,24,80,37,90,
GP,parkinsons,5,0,530,420,257,124,116,101,198,103,63,43,145,30,114,54,
GPBUMDA,parkinsons,5,0,319,110,125,143,184,197,230,102,287,188,175,14,250,7,
GPEDA,parkinsons,5,0,280,133,208,141,185,240,237,411,96,174,122,68,51,44,
GP,parkinsons,2,0,193,227,455,133,78,238,305,223,105,262,181,101,131,10,
GPBUMDA,parkinsons,4,0,285,460,171,172,180,182,169,169,115,33,374,87,66,7,
GPBUMDA,parkinsons,3,0,224,252,585,483,654,172,83,84,33,37,6,5,6,5,
