IdConf,Rep,Gen,Z,Id,C,Gamma,Degree,Alpha,A,Coef0,Acc,PSV,CmbIdx,G_mean,Time,ArbolIdConf,Rep,Gen,Z,Id,C,Gamma,Degree,Alpha,A,Coef0,Acc,PSV,CmbIdx,G_mean,Time,Arbol
b,1,0,5.737760361476957,0,22.09460070005524,3.1338422508820583,3,0.5722563535409582,0.026456364544005444,3.514284594657584,76.17021276595744,0.4175531914893617,47.580019546219056,93.39309749640373,300,(H+(K_13*G))
b,1,0,5.737760361476957,1,15.127562326995314,1.8305483385574244,3,-0.2871488145398242,0.36537564157703756,0.36533767828637265,79.57446808510639,0.44840425531914896,54.265141586111866,76.2822536875884,235,((H+W)*(K_13+E))
b,1,0,5.737760361476957,2,4.028678876686563,1.7560550161595117,2,0.29106665990020075,1.347617899840205,4.8121783528942,85.1063829787234,0.425531914893617,69.38795996756025,0.0,29,H
b,1,0,5.737760361476957,3,29.06163954995232,0.452761163206692,2,-0.5683385081805816,1.6865371172983947,1.6632314365229894,73.19148936170214,0.2952127659574468,46.343882683071854,90.64071704417736,14252,((W+E)*(E*E))
b,1,0,5.737760361476957,4,26.22644577730406,1.9050416609553378,6,-0.8653642591775268,1.3821333833138698,0.9184970036785439,77.23404255319149,0.3515957446808511,53.16635732387242,93.93615145189281,300,((H*K_11)*W)
b,1,0,5.737760361476957,5,19.259407404244136,0.601747748630704,6,0.2752305727416908,1.7210526007720592,2.7695501618131386,76.38297872340425,0.3792553191489362,49.89967754069312,91.91928840848668,561,((K_13+K_11)+(G*K_11))
b,1,0,5.737760361476957,6,8.160523000261069,0.5272544262327912,5,0.8534460173793934,0.7042948888226482,2.2163908364209672,81.27659574468085,0.4382978723404255,59.06050059575462,58.4799222910036,1297,((G+G)*(H+H))
b,1,0,5.737760361476957,7,1.1934846272011441,3.2083355732799714,4,-0.005959150701388971,1.043214136068259,4.067443920049756,80.85106382978724,0.5872340425531914,49.459522270074004,77.06674728110553,406,((H*K_11)*(K_13+G))
b,1,0,5.737760361476957,8,30.358290854552884,0.6762410710286173,1,-0.30298490169833414,0.738810372296313,3.3227095617111164,74.25531914893617,0.46063829787234045,41.08140822355488,73.61927497103873,117,((K_13+H)+(E+H))
b,1,0,5.737760361476957,9,23.3912520046558,3.3573221587039836,2,0.8376099302208835,1.0777296195419237,0.17376264533990493,79.7872340425532,0.44787234042553187,54.82371530166389,95.260440053184,279,((W*G)*(H*K_11))
b,1,0,5.737760361476957,10,12.292368077509895,3.2828288363060705,5,-0.5841745953390916,0.06097187780509138,4.620603319947733,79.7872340425532,0.6,45.92470147841875,76.54940725889577,688,((K_11*K_13)*(G*G))
b,1,0,5.737760361476957,11,5.32532970444997,1.979534923981437,1,0.5564202663824482,0.399891125050702,1.4716564035765218,77.4468085106383,0.4845744680851064,47.148391419992215,94.20439490586081,117,((K_11*K_13)*(H*E))
b,1,0,5.737760361476957,12,3.544895119280824,1.5701607023163187,6,0.7584294348236889,0.945903302925722,4.960621689934593,82.3404255319149,0.4414893617021277,61.61304433901664,38.206360412453854,24,K_11
b,1,0,5.737760361476957,13,28.57785626938374,0.2668667899916848,2,-0.10097570345477114,1.2848225501713328,1.811674773563381,78.93617021276596,0.3728723404255319,56.32043222442999,94.18851442572648,19,K_11
b,1,0,5.737760361476957,14,17.47897281907499,0.1923734082219578,1,0.47723974118293144,0.2680648084345004,1.2585154481712095,79.36170212765958,0.3920212765957447,56.48624314240196,94.45090167259188,61,(K_11+(E+E))
b,1,0,5.737760361476957,15,10.511933969177907,2.8734545552691384,1,-0.38216542689785116,0.6069840556801114,3.109568606305804,79.36170212765958,0.4186170212765957,55.2206881914451,94.98194514598462,14,K_13
b,1,0,5.737760361476957,16,7.676739719692488,0.34136005301778394,3,-0.6791911778947961,0.30258029190816516,2.3648342479671647,80.0,0.43989361702127655,55.75992494526159,57.31402319722442,158,(H*H)
b,1,0,5.737760361476957,17,0.7097013466325635,3.02244114069315,5,0.4614036540244215,0.6414995391537758,4.215887331595953,82.97872340425532,0.5579787234042553,56.87227828120398,59.115005559966505,593,((G+K_13)*(K_13+K_13))
b,1,0,5.737760361476957,18,21.610817896323816,2.947947877667051,2,-0.9603808715355535,1.6237417974169435,3.6627279316979755,78.51063829787235,0.48085106382978715,49.92660813416806,94.46248892834055,80,(K_11*(K_13*K_11))
b,1,0,5.737760361476957,19,14.643779046426733,1.6446539653424177,3,0.18021396038366388,1.9626610446625543,0.5137810153267641,81.27659574468085,0.598404255319149,49.808412222046385,77.06932998750342,251,((E*K_11)+(W*K_13))
b,1,0,5.737760361476957,20,11.808584796941314,3.096934403719249,6,-0.11681182041560345,1.6582573106780294,4.769046656988125,80.63829787234042,0.3787234042553191,60.25978656737827,95.78127784785264,78,W
b,1,0,5.737760361476957,21,4.841546423881386,1.7936406101382438,5,-0.976216988496386,1.997176528136219,1.6200997406169133,77.6595744680851,0.2734042553191489,57.45649428106033,94.33026664874703,1044,((G+K_13)+H)
b,1,0,5.737760361476957,22,25.74266249673548,1.7191472283685165,4,-0.3980015140563611,0.9804187863993867,1.0669404152247415,72.12765957446807,0.34627659574468084,41.88319181913835,70.70105746958002,1157,G
b,1,0,5.737760361476957,23,18.775623646838397,0.4158533160438831,4,0.7425933476651789,1.3193380336449971,2.917993573359336,76.59574468085107,0.3765957446808511,50.52275166715726,93.2537713613285,367,((K_11+W)+(K_13+G))
b,1,0,5.737760361476957,24,15.940429874190137,1.868133873164343,6,0.4455675668659116,1.0149342698730512,2.1732590660090843,85.1063829787234,0.4042553191489362,70.31689740244352,0.0,239,H
b,1,0,5.737760361476957,25,8.973391501130212,0.5648399608397092,2,-0.413837601214871,1.3538535469060833,4.024312224143679,79.14893617021276,0.6,44.349071599444706,76.41367150658778,148,((K_11*H)*(E+E))
b,1,0,5.737760361476957,26,29.874507573984303,0.4903466978136101,1,0.16437784342283157,0.33709577538182967,3.471152898751508,78.08510638297874,0.3601063829787234,54.82703579532105,93.24456256222398,99,((G+K_13)+(E+K_13))
b,1,0,5.737760361476957,27,22.90746872408722,3.171427785488977,1,-0.695027265053306,0.6760150226274405,0.3222059823802964,55.53191489361702,0.5632978723404255,9.951545558641607,53.58942884192263,306,((G*W)*(H*W))
b,1,0,5.737760361476957,28,19.017515287122688,2.5009880620232003,6,0.5089119453022737,1.5201953469959495,0.34377183033333425,80.21276595744682,0.3345744680851064,61.122567371569424,57.57396675371869,225,E
b,1,0,5.737760361476957,29,12.050476914062763,1.1976941496985671,5,-0.3504931929761863,1.8591145644541391,2.194824988467929,78.93617021276596,0.4367021276595745,53.27464179815995,94.72779296563337,415,((W+H)*(K_13+H))
b,1,0,5.737760361476957,30,0.9515929869168538,1.1232008866724679,4,0.22772228146383866,0.842356852504728,1.6416655885699516,82.5531914893617,0.5702127659574467,54.984872902967005,58.603579665641064,299,((W+K_13)+(K_13+H))
b,1,0,5.737760361476957,31,25.98455413701977,3.804281974347834,4,-0.6316828866169439,1.1812760997503389,3.4927187467045457,81.70212765957447,0.6760638297872341,45.209717146356624,77.58833888272918,194,((K_11+K_11)*(E*K_13))
b,1,0,5.737760361476957,32,23.14936036437151,1.2721874127246657,6,-0.9287086972185337,0.8768723359783928,2.747984313860101,78.51063829787233,0.39787234042553193,54.12289461801103,94.3199904836378,12,K_13
b,1,0,5.737760361476957,33,16.182321991311586,3.9532685597718467,2,0.21188616450300612,1.2157915832240034,4.599037397488889,80.42553191489363,0.4904255319148937,54.18448436441277,96.0412214043469,288,((K_13+G)*(W*K_11))
b,1,0,5.737760361476957,34,5.083437587328518,3.8787752373739335,1,0.7901016389430311,0.19903381169975,4.045878072096717,79.36170212765958,0.4297872340425532,54.67233847516903,95.12447920630646,41,(K_13+K_11)
b,1,0,5.737760361476957,35,30.116399214268593,2.5754813250492994,1,-0.06930352913775129,0.5379530887327819,0.8969311557255061,80.00000000000001,0.5648936170212766,48.73559745527246,18.84144368141677,141,(E*W)
