Algorithm,Dataset,Rep,Gen 0,Gen 1,Gen 2,Gen 3,Gen 4,Gen 5,Gen 6,Gen 7,Gen 8,Gen 9,Gen 10,Gen 11,Gen 12,Gen 13,Gen 14,
GP,parkinsons,1,43
GPEDA,parkinsons,1,43
GPBUMDA,parkinsons,1,43
GP,parkinsons,2,144
GPEDA,parkinsons,2,144
GPBUMDA,parkinsons,2,144
GP,parkinsons,3,326
GPEDA,parkinsons,3,326
GPBUMDA,parkinsons,3,326
GP,parkinsons,4,794
GPEDA,parkinsons,4,794
GPBUMDA,parkinsons,4,794
GP,parkinsons,5,868
GPEDA,parkinsons,5,868
GPBUMDA,parkinsons,5,868
GPBUMDA,parkinsons,4,0,1763,1044,1032,980,797,556,328,338,409,376,488,554,243,498,
GPEDA,parkinsons,2,0,879,554,427,614,833,762,517,654,699,1335,1602,948,1148,884,
GP,parkinsons,2,0,1038,649,672,610,642,449,448,926,961,1477,1084,1214,1148,966,
GPBUMDA,parkinsons,5,0,1499,1154,798,864,283,752,469,928,690,668,654,508,633,517,
GP,parkinsons,3,0,1119,999,688,761,888,899,775,688,1268,1345,1008,1470,250,422,
GPBUMDA,parkinsons,3,0,895,713,1703,1321,1213,1106,1189,1161,1250,482,562,336,411,265,
GPBUMDA,parkinsons,2,0,687,560,461,723,570,660,1068,1434,1453,1837,1256,927,789,612,
GPEDA,parkinsons,4,0,1998,901,800,1170,644,914,936,531,940,778,917,944,226,259,
GPEDA,parkinsons,3,0,952,1207,894,1337,1002,874,1020,1900,1809,1226,606,218,316,317,
GP,parkinsons,4,0,1834,1509,1545,1025,2093,1618,1672,969,271,331,324,153,148,172,
GPBUMDA,parkinsons,1,0,675,1034,1228,1853,2383,2821,2435,1178,582,645,350,333,318,197,
GPEDA,parkinsons,5,0,1992,1285,875,2416,1540,1637,1357,661,616,633,337,485,212,201,
GPEDA,parkinsons,1,0,652,1380,1600,1767,2227,3408,2220,917,566,634,560,555,186,95,
GP,parkinsons,5,0,1776,896,1615,1888,1940,1917,2059,604,514,353,458,274,172,199,
GP,parkinsons,1,0,409,1133,1998,2143,3290,2416,1955,1375,840,843,331,145,94,110,
