Algorithm,Dataset,Rep,Gen 0,Gen 1,Gen 2,Gen 3,Gen 4,Gen 5,Gen 6,Gen 7,Gen 8,Gen 9,Gen 10,Gen 11,Gen 12,Gen 13,Gen 14,
GP,breast,1,41
GPEDA,breast,1,41
GPBUMDA,breast,1,41
GP,breast,2,162
GPEDA,breast,2,162
GPBUMDA,breast,2,162
GP,breast,3,331
GPEDA,breast,3,331
GPBUMDA,breast,3,331
GP,breast,4,1428
GPEDA,breast,4,1428
GPBUMDA,breast,4,1428
GP,breast,5,3699
GPEDA,breast,5,3699
GPBUMDA,breast,5,3699
GP,breast,2,0,283,385,270,745,2192,1725,2450,1140,2747,2854,1150,1328,4100,1799,
GPBUMDA,breast,2,0,247,518,248,475,487,130,1616,1962,1816,2335,2711,3056,3091,5290,
GPEDA,breast,3,0,3920,1130,1827,1811,1831,1839,1289,1690,2572,2165,2709,1331,1728,1934,
GP,breast,1,0,2317,1024,811,971,885,1285,1058,237,512,3558,3824,2730,9469,2712,
GPEDA,breast,2,0,2771,1380,1888,989,3085,1448,2987,3276,2554,2799,5937,2863,1014,2994,
GPBUMDA,breast,3,0,3068,898,2060,2886,869,2839,4826,3174,4056,3396,1959,2983,1780,1840,
GP,breast,5,0,11637,5089,4093,2452,1561,1134,1099,617,719,1076,1314,1058,643,811,
GP,breast,3,0,1041,67,844,1237,1401,2309,3789,1558,2745,5900,7867,3706,3581,2573,
GPBUMDA,breast,4,0,961,1633,3573,3459,4661,3395,2046,3104,5014,2575,2529,2881,1445,1416,
GPBUMDA,breast,1,0,515,1902,1934,1564,3338,4414,3916,2585,5368,7116,4871,2233,1133,529,
GP,breast,4,0,3521,3924,4528,3037,5117,6685,3716,2739,1284,1987,1476,808,1079,629,
GPEDA,breast,1,0,1624,937,1503,857,2796,2853,3434,5987,5785,6325,2837,3104,2910,1541,
GPEDA,breast,4,0,3460,1842,2269,7108,6238,6402,1992,2052,2482,2454,1432,1839,584,673,
GPEDA,breast,5,0,8272,4681,2226,7005,2982,3451,3655,1398,1247,1686,857,494,493,509,
