Algorithm,Dataset,Rep,Gen 0,Gen 1,Gen 2,Gen 3,Gen 4,Gen 5,Gen 6,Gen 7,Gen 8,Gen 9,Gen 10,Gen 11,Gen 12,Gen 13,Gen 14,
GP,parkinsons,1,32
GPEDA,parkinsons,1,32
GPBUMDA,parkinsons,1,32
GP,parkinsons,2,102
GPEDA,parkinsons,2,102
GPBUMDA,parkinsons,2,102
GP,parkinsons,3,188
GPEDA,parkinsons,3,188
GPBUMDA,parkinsons,3,188
GP,parkinsons,4,598
GPEDA,parkinsons,4,598
GPBUMDA,parkinsons,4,598
GP,parkinsons,5,735
GPEDA,parkinsons,5,735
GPBUMDA,parkinsons,5,735
GPEDA,parkinsons,1,0,472,612,216,558,657,208,511,498,420,302,315,696,541,753,
GPEDA,parkinsons,2,0,771,1003,619,417,577,241,554,581,344,504,237,565,376,209,
GP,parkinsons,1,0,898,561,528,798,765,266,311,423,555,423,370,445,657,302,
GPBUMDA,parkinsons,2,0,644,390,636,583,624,703,463,569,388,443,572,488,588,709,
GP,parkinsons,2,0,744,590,534,291,753,378,855,745,465,732,590,639,536,876,
GPEDA,parkinsons,5,0,1573,1038,591,633,305,449,257,596,349,286,354,237,519,355,
GPBUMDA,parkinsons,5,0,1795,604,595,1232,751,406,358,247,223,346,218,201,377,254,
GP,parkinsons,3,0,1251,1203,824,1742,732,1090,957,757,551,129,229,288,148,201,
GPBUMDA,parkinsons,1,0,158,335,319,426,551,801,871,750,868,1048,1809,1148,912,510,
GP,parkinsons,5,0,2173,1457,892,1107,1468,609,104,171,183,292,306,191,132,236,
GPBUMDA,parkinsons,3,0,644,1368,1963,1400,1312,1552,1153,615,382,238,273,117,170,154,
GPEDA,parkinsons,3,0,947,1334,1387,1613,2793,1130,944,495,153,175,392,141,56,130,
GPBUMDA,parkinsons,4,0,1015,805,2093,2320,1742,1771,1006,123,249,89,80,214,86,49,
GPEDA,parkinsons,4,0,1870,1341,859,2468,1596,1213,632,1181,232,161,224,77,107,65,
GP,parkinsons,4,0,1330,2335,1636,1585,1313,1232,1335,290,262,152,210,130,88,161,
