Algorithm,Dataset,Rep,Gen 0,Gen 1,Gen 2,Gen 3,Gen 4,Gen 5,Gen 6,Gen 7,Gen 8,Gen 9,Gen 10,Gen 11,Gen 12,Gen 13,Gen 14,
GP,chronic,1,145
GPEDA,chronic,1,145
GPBUMDA,chronic,1,145
GP,chronic,2,491
GPEDA,chronic,2,491
GPBUMDA,chronic,2,491
GP,chronic,3,686
GPEDA,chronic,3,686
GPBUMDA,chronic,3,686
GP,chronic,4,2502
GPEDA,chronic,4,2502
GPBUMDA,chronic,4,2502
GP,chronic,5,3467
GPEDA,chronic,5,3467
GPBUMDA,chronic,5,3467
GPBUMDA,chronic,1,0,695,945,996,1375,1098,953,1532,2256,1824,1778,2318,2115,2285,1787,
GP,chronic,1,0,1807,2580,1887,1630,2600,1651,1566,1807,1433,1980,1462,1852,993,756,
GP,chronic,5,0,5386,4385,1710,1098,929,732,421,855,1095,553,534,510,692,333,
GPEDA,chronic,5,0,5851,2667,2296,1029,690,1155,1048,752,1052,720,653,745,270,357,
GPBUMDA,chronic,5,0,3968,2428,1634,1727,1179,1371,1083,2232,1017,920,1505,796,550,338,
GPEDA,chronic,2,0,4000,5007,2119,2211,2104,2313,1490,1600,1748,1657,1470,1057,571,718,
GPBUMDA,chronic,4,0,5586,4340,2913,2138,1721,1574,1050,1735,1115,950,756,534,462,543,
GP,chronic,4,0,6352,4335,3778,2186,1436,2225,1257,1340,645,713,824,730,435,330,
GPBUMDA,chronic,3,0,4158,2906,2151,2260,2442,2424,2575,2478,2188,2557,1336,790,399,477,
GP,chronic,2,0,3785,4447,3918,3072,2154,2143,2693,2296,1668,1625,754,378,526,436,
GP,chronic,3,0,4043,4514,2358,2737,1813,2057,2043,2446,2429,1217,1384,1109,577,499,
GPBUMDA,chronic,2,0,3180,3989,2442,2635,4345,3272,2877,1817,1409,1548,982,733,534,219,
