Algorithm,Dataset,Rep,Gen 0,Gen 1,Gen 2,Gen 3,Gen 4,Gen 5,Gen 6,Gen 7,Gen 8,Gen 9,Gen 10,Gen 11,Gen 12,Gen 13,Gen 14,
GP,fertility,1,5
GPEDA,fertility,1,5
GPBUMDA,fertility,1,5
GP,fertility,2,30
GPEDA,fertility,2,30
GPBUMDA,fertility,2,30
GP,fertility,3,21
GPEDA,fertility,3,21
GPBUMDA,fertility,3,21
GP,fertility,4,58
GPEDA,fertility,4,58
GPBUMDA,fertility,4,58
GP,fertility,5,47
GPEDA,fertility,5,47
GPBUMDA,fertility,5,47
GP,fertility,1,0,86,17,154,211,281,175,283,256,186,175,258,248,210,150,
GPEDA,fertility,1,0,32,37,94,205,308,247,211,281,323,214,360,271,260,398,
GPEDA,fertility,5,0,411,429,288,514,307,186,395,64,167,60,42,33,126,84,
GPBUMDA,fertility,1,0,133,190,198,334,313,260,278,312,231,321,328,284,302,84,
GPBUMDA,fertility,3,0,142,147,317,219,549,369,387,280,384,218,252,176,128,110,
GP,fertility,3,0,333,251,217,561,424,245,324,259,245,330,187,243,88,115,
GPEDA,fertility,2,0,24,50,167,354,617,352,270,376,506,276,309,231,252,165,
GPEDA,fertility,3,0,495,516,707,530,386,267,177,237,165,111,122,68,94,76,
GP,fertility,4,0,394,290,461,331,352,502,484,318,201,159,133,110,135,63,
GPBUMDA,fertility,5,0,437,552,314,289,270,194,240,369,218,285,255,199,184,80,
GPBUMDA,fertility,2,0,261,438,234,378,401,366,438,403,364,326,201,104,92,59,
GPBUMDA,fertility,4,0,257,455,552,556,501,389,505,343,246,89,87,41,38,80,
GP,fertility,5,0,239,560,379,495,240,464,456,353,200,334,144,111,91,48,
GP,fertility,2,0,194,450,360,245,593,691,440,347,272,382,102,46,48,73,
GPEDA,fertility,4,0,365,460,289,406,398,483,384,474,241,257,202,123,181,151,
