Algorithm,Dataset,Rep,Gen 0,Gen 1,Gen 2,Gen 3,Gen 4,Gen 5,Gen 6,Gen 7,Gen 8,Gen 9,Gen 10,Gen 11,Gen 12,Gen 13,Gen 14,
GP,wpbc,1,82
GPEDA,wpbc,1,82
GPBUMDA,wpbc,1,82
GP,wpbc,2,312
GPEDA,wpbc,2,312
GPBUMDA,wpbc,2,312
GP,wpbc,3,797
GPEDA,wpbc,3,797
GPBUMDA,wpbc,3,797
GP,wpbc,4,1369
GPEDA,wpbc,4,1369
GPBUMDA,wpbc,4,1369
GP,wpbc,5,1760
GPEDA,wpbc,5,1760
GPBUMDA,wpbc,5,1760
GPEDA,wpbc,4,0,4018,2653,1246,1833,1207,576,708,533,711,591,590,431,420,533,
GPBUMDA,wpbc,4,0,3201,1606,2400,1247,762,500,627,664,963,1759,922,1589,715,1021,
GPEDA,wpbc,3,0,1987,1996,2203,1830,972,1683,1439,1883,1954,1997,1003,872,487,838,
GP,wpbc,4,0,4274,2556,2406,1790,1900,1657,1361,860,1396,942,1067,889,667,612,
GP,wpbc,1,0,733,1027,2113,2102,2253,2472,1666,1191,3568,2866,1712,1080,1822,1023,
GPBUMDA,wpbc,3,0,1301,1408,1328,1199,1066,1548,1839,3397,3313,2667,1947,1674,1155,802,
GPEDA,wpbc,1,0,1088,1228,1829,2361,2943,2227,2426,1663,2786,1799,1696,1803,1365,1334,
GPBUMDA,wpbc,1,0,1476,1063,1596,2140,2127,2572,3140,1476,2651,2262,2612,2068,1174,587,
GP,wpbc,3,0,2490,1404,1904,1918,2521,1958,2459,1353,2198,2478,1573,1382,1492,780,
GP,wpbc,5,0,5291,3054,1500,1533,2537,2045,981,1147,882,1282,1664,879,362,113,
GPBUMDA,wpbc,5,0,4971,2315,3102,2711,2414,2233,3111,1886,626,199,345,426,380,267,
GP,wpbc,2,0,1305,1681,3572,4747,4646,5111,3347,2135,1037,396,383,539,144,179,
GPBUMDA,wpbc,2,0,1157,1536,3320,2800,3579,4619,3720,4072,1568,889,1040,441,474,157,
GPEDA,wpbc,5,0,5175,3086,2858,2069,4030,4499,1728,903,825,186,126,53,68,80,
