Algorithm,Dataset,Rep,Gen 0,Gen 1,Gen 2,Gen 3,Gen 4,Gen 5,Gen 6,Gen 7,Gen 8,Gen 9,Gen 10,Gen 11,Gen 12,Gen 13,Gen 14,
GP,mammo,1,496
GPEDA,mammo,1,496
GPBUMDA,mammo,1,496
GP,mammo,2,1798
GPEDA,mammo,2,1798
GPBUMDA,mammo,2,1798
GP,mammo,3,3057
GPEDA,mammo,3,3057
GPBUMDA,mammo,3,3057
GP,mammo,4,5201
GPEDA,mammo,4,5201
GPBUMDA,mammo,4,5201
GP,mammo,5,11623
GPEDA,mammo,5,11623
GPBUMDA,mammo,5,11623
GPBUMDA,mammo,2,0,4915,12083,13743,8646,8296,7654,7589,9332,7474,10744,10289,9401,9386,8635,
GPBUMDA,mammo,3,0,9566,13297,7999,8926,8110,5770,12002,11119,11640,9995,12029,16338,15490,12759,
GP,mammo,1,0,3092,6403,12509,11457,9492,17314,13157,11681,17017,12124,10002,11642,13141,12464,
GP,mammo,3,0,11509,14025,11582,11293,9407,9091,9462,13647,13850,9850,10528,12319,10167,12983,
GP,mammo,4,0,13892,13859,17101,12031,11395,9977,10745,13955,12445,10815,9479,13735,9384,6557,
GPEDA,mammo,4,0,11212,16101,17381,16780,12718,10085,8204,12299,10388,10386,11275,12401,9965,7286,
GPBUMDA,mammo,4,0,16449,15429,16855,16831,15375,15732,14707,11879,9698,8414,6946,8937,6646,5961,
GP,mammo,5,0,20126,16266,13595,11198,8815,10531,9545,11417,10817,10719,10884,12404,9543,6986,
GPEDA,mammo,5,0,24108,19736,21985,14610,12270,7327,8309,11100,10508,9179,6170,10386,5509,3743,
GPBUMDA,mammo,5,0,23838,21936,21533,21255,17775,15513,12739,9078,6873,5680,4832,3257,1540,1272,
GPEDA,mammo,1,0,4399,9969,13140,10042,12292,13675,16955,11824,19318,14050,23206,17610,18707,5735,
GP,mammo,2,0,8340,9401,11745,19122,16481,9693,18011,15919,15158,19484,17386,11585,8623,8712,
GPEDA,mammo,3,0,12423,18125,16364,14411,14845,15335,23384,15478,20333,17132,9529,6631,2815,1051,
GPBUMDA,mammo,1,0,4152,5339,5810,5618,10466,9064,19391,23480,28074,23093,22886,18834,12733,3976,
