Algorithm,Dataset,Rep,Gen 0,Gen 1,Gen 2,Gen 3,Gen 4,Gen 5,Gen 6,Gen 7,Gen 8,Gen 9,Gen 10,Gen 11,Gen 12,Gen 13,Gen 14,
GP,heart,1,15
GPEDA,heart,1,15
GPBUMDA,heart,1,15
GP,heart,2,15
GPEDA,heart,2,15
GPBUMDA,heart,2,15
GP,heart,3,652
GPEDA,heart,3,652
GPBUMDA,heart,3,652
GP,heart,4,830
GPEDA,heart,4,830
GPBUMDA,heart,4,830
GP,heart,5,1542
GPEDA,heart,5,1542
GPBUMDA,heart,5,1542
GPBUMDA,heart,2,0,110,102,29,78,67,157,202,254,239,567,680,622,793,418,
GPBUMDA,heart,1,0,154,49,79,405,200,391,380,312,179,902,674,958,1125,1381,
GPEDA,heart,2,0,84,189,226,62,915,609,1195,1122,326,699,563,506,667,602,
GP,heart,2,0,346,380,1006,1219,1435,509,403,1379,125,881,488,309,330,680,
GPEDA,heart,1,0,1899,1415,443,1437,1026,2070,957,397,236,364,757,337,427,881,
GPEDA,heart,3,0,2034,985,574,370,841,723,1422,1023,783,645,1294,872,411,776,
GP,heart,4,0,2268,1412,2272,1231,484,1081,1157,417,324,480,415,546,767,475,
GPBUMDA,heart,5,0,5123,1784,497,437,544,324,563,570,94,92,483,416,336,598,
GPEDA,heart,5,0,2679,1168,1717,988,854,950,1129,1007,1019,433,208,264,84,126,
GPBUMDA,heart,3,0,1760,1831,2195,1681,890,1021,683,777,1133,1046,556,808,536,566,
GP,heart,1,0,296,443,1788,1085,2391,1498,875,1696,1029,1343,803,1280,1266,376,
GP,heart,3,0,3020,2077,1732,898,1091,574,916,609,1789,645,451,800,933,108,
GPEDA,heart,4,0,1056,2600,1701,1461,776,1207,1458,1150,962,1507,447,206,204,156,
GPBUMDA,heart,4,0,1509,2022,598,1301,1376,2024,1617,1091,1251,1444,733,407,82,141,
GP,heart,5,0,3198,1832,1688,1139,1533,994,1654,1290,233,75,73,79,156,159,
