Algorithm,Dataset,Rep,Gen 0,Gen 1,Gen 2,Gen 3,Gen 4,Gen 5,Gen 6,Gen 7,Gen 8,Gen 9,Gen 10,Gen 11,Gen 12,Gen 13,Gen 14,
GP,fertility,1,2
GPEDA,fertility,1,2
GPBUMDA,fertility,1,2
GP,fertility,2,21
GPEDA,fertility,2,21
GPBUMDA,fertility,2,21
GP,fertility,3,24
GPEDA,fertility,3,24
GPBUMDA,fertility,3,24
GP,fertility,4,16
GPEDA,fertility,4,16
GPBUMDA,fertility,4,16
GP,fertility,5,65
GPEDA,fertility,5,65
GPBUMDA,fertility,5,65
GPEDA,fertility,2,0,4,6,13,17,16,50,67,37,207,122,72,93,136,34,
GP,fertility,2,0,117,194,23,121,197,67,81,22,71,63,47,48,10,18,
GPEDA,fertility,5,0,54,128,27,28,44,9,112,61,152,9,51,44,216,83,
GPBUMDA,fertility,2,0,56,28,42,174,46,31,105,116,52,26,20,168,251,37,
GP,fertility,4,0,100,15,48,64,72,92,122,293,17,51,55,50,139,75,
GP,fertility,1,0,2,1,11,35,130,404,203,14,195,51,14,340,3,65,
GPBUMDA,fertility,4,0,144,197,130,70,183,109,117,49,150,24,77,65,86,26,
GP,fertility,3,0,30,269,285,237,129,189,125,43,61,18,17,30,53,16,
GPBUMDA,fertility,1,0,14,22,1,59,57,112,198,494,49,213,81,108,109,62,
GP,fertility,5,0,82,263,32,300,173,98,156,56,23,167,16,51,55,16,
GPBUMDA,fertility,3,0,127,112,298,90,88,246,64,103,145,62,52,82,78,36,
GPEDA,fertility,3,0,140,246,78,154,247,308,59,6,55,76,50,102,43,24,
GPBUMDA,fertility,5,0,110,165,172,101,351,122,134,60,23,72,62,62,42,41,
GPEDA,fertility,1,0,6,1,1,27,269,254,486,192,38,184,53,133,14,3,
GPEDA,fertility,4,0,53,91,68,163,180,186,145,211,25,38,17,49,3786,2495,
