Algorithm,Dataset,Rep,Gen 0,Gen 1,Gen 2,Gen 3,Gen 4,Gen 5,Gen 6,Gen 7,Gen 8,Gen 9,Gen 10,Gen 11,Gen 12,Gen 13,Gen 14,
GP,liver,1,20
GPEDA,liver,1,20
GPBUMDA,liver,1,20
GP,liver,2,130
GPEDA,liver,2,130
GPBUMDA,liver,2,130
GP,liver,3,96
GPEDA,liver,3,96
GPBUMDA,liver,3,96
GP,liver,4,908
GPEDA,liver,4,908
GPBUMDA,liver,4,908
GP,liver,5,1644
GPEDA,liver,5,1644
GPBUMDA,liver,5,1644
GP,liver,2,0,377,359,349,675,678,869,1489,1153,1746,1918,1837,1626,1234,1291,
GPBUMDA,liver,3,0,477,730,1499,1188,892,660,1539,766,1995,1576,716,1678,1109,946,
GPEDA,liver,3,0,759,583,807,1216,723,593,1133,1214,1256,2494,1667,1586,1756,2205,
GPEDA,liver,1,0,193,134,701,1400,1075,1811,2116,2323,1288,1507,1554,2355,1605,1724,
GP,liver,3,0,542,440,907,829,965,2531,1561,1884,2534,2142,1588,1424,1201,1630,
GPBUMDA,liver,1,0,76,319,675,907,567,2180,2537,2046,1253,3147,1165,2251,3156,1553,
GPEDA,liver,4,0,1571,2160,2430,1700,1956,1188,1724,1586,1310,1673,1198,854,827,838,
GP,liver,4,0,1398,2121,1959,1125,1359,1597,1809,1901,2199,1946,1882,1022,897,878,
GP,liver,1,0,144,492,643,1722,2284,1560,1544,1854,2581,3120,2552,1990,1875,1144,
GPEDA,liver,5,0,2923,2079,1373,1641,1482,1038,1416,1353,1312,2645,1241,1124,905,325,
GP,liver,5,0,1959,913,1555,3242,1938,2276,1451,1995,782,1373,1579,889,532,531,
GPBUMDA,liver,4,0,1925,1887,1924,2096,1450,1025,1899,1293,1837,1498,1481,2029,1225,1095,
GPBUMDA,liver,5,0,2765,1195,1821,1167,1425,1801,2557,1759,1108,1923,1836,1436,289,137,
GPEDA,liver,2,0,288,1188,990,1624,1668,3279,1951,2771,3179,1180,2448,1585,1081,704,
GPBUMDA,liver,2,0,489,618,1120,1503,2456,1849,1794,3129,2870,1587,2063,935,1864,1672,
