Algorithm,Dataset,Rep,Gen 0,Gen 1,Gen 2,Gen 3,Gen 4,Gen 5,Gen 6,Gen 7,Gen 8,Gen 9,Gen 10,Gen 11,Gen 12,Gen 13,Gen 14,
GP,cryotherapy,1,3
GPEDA,cryotherapy,1,3
GPBUMDA,cryotherapy,1,3
GP,cryotherapy,2,13
GPEDA,cryotherapy,2,13
GPBUMDA,cryotherapy,2,13
GP,cryotherapy,3,44
GPEDA,cryotherapy,3,44
GPBUMDA,cryotherapy,3,44
GP,cryotherapy,4,48
GPEDA,cryotherapy,4,48
GPBUMDA,cryotherapy,4,48
GP,cryotherapy,5,38
GPEDA,cryotherapy,5,38
GPBUMDA,cryotherapy,5,38
GPBUMDA,cryotherapy,1,0,27,74,245,52,58,192,6,48,101,88,113,15,5,33,
GPEDA,cryotherapy,1,0,174,151,250,69,37,206,51,33,5,113,18,55,42,34,
GP,cryotherapy,2,0,55,27,24,60,238,108,169,312,239,46,102,177,148,91,
GP,cryotherapy,3,0,49,146,165,205,201,255,64,110,134,190,149,83,62,151,
GPEDA,cryotherapy,5,0,267,344,211,364,264,127,105,34,55,45,15,26,33,5,
GPBUMDA,cryotherapy,4,0,351,247,204,215,235,80,63,97,69,221,126,34,54,14,
GP,cryotherapy,5,0,323,400,168,168,162,61,154,86,158,114,62,135,28,55,
GP,cryotherapy,4,0,221,199,250,79,274,177,174,75,218,237,54,20,63,77,
GPBUMDA,cryotherapy,5,0,362,246,340,317,153,190,174,72,3,54,19,47,90,43,
GP,cryotherapy,1,0,15,97,477,158,442,193,141,106,135,136,228,47,94,79,
GPEDA,cryotherapy,3,0,150,359,238,235,418,254,182,103,162,96,40,33,101,33,
GPBUMDA,cryotherapy,3,0,175,127,248,216,176,344,229,271,221,255,62,17,50,41,
GPEDA,cryotherapy,4,0,173,381,302,184,538,407,249,188,8,10,9,66,16,81,
GPEDA,cryotherapy,2,0,29,61,156,181,619,404,412,310,104,194,85,35,73,45,
GPBUMDA,cryotherapy,2,0,36,177,166,362,223,364,285,542,334,13,143,73,11,12,
